customer_id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_flag,is_senior_citizen,tenure_cohort,total_calls,total_voice_minutes,total_data_mb,total_sms,dropped_calls,avg_call_duration_sec,last_activity_date,engagement_score,estimated_clv_usd
8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,No,0,0,4yr+,9.0,26.17,225.829,2.0,0.0,394.77777777777777,2026-05-25 02:20:59.825973,77.11,5820.3
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,1,0,4yr+,9.0,5.25,263.783,0.0,2.0,245.44444444444446,2026-05-22 03:20:51.825973,77.89,5081.3
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,No,0,0,2-4yr,6.0,0.0,215.45,1.0,1.0,469.6666666666667,2026-05-18 02:08:43.825973,53.68,2637.5
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,No,0,0,4yr+,6.0,11.78,63.044,0.0,0.0,954.0,2026-05-07 14:25:46.825973,42.61,7814.25
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,No,0,0,4yr+,12.0,8.1,341.281,1.0,1.0,245.91666666666666,2026-05-24 21:23:42.825973,89.53,1073.8
9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,No,0,0,4yr+,8.0,6.85,304.726,0.0,0.0,242.625,2026-05-15 13:29:11.825973,80.37,7575.7
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,1,0,6-12mo,9.0,13.08,283.017,2.0,1.0,179.55555555555554,2026-05-12 09:33:55.825973,70.78,552.0
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,No,0,0,1-2yr,6.0,10.22,7.016,2.0,0.0,102.83333333333333,2026-05-26 01:03:10.825973,25.0,1891.05
8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,Yes,1,1,0-6mo,5.0,3.15,53.169999999999995,0.0,0.0,52.0,2026-05-24 16:54:57.825973,18.6,39.65
1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,No,0,0,6-12mo,4.0,1.03,17.34,1.0,1.0,63.75,2026-05-12 19:45:25.825973,14.39,237.6
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,1,0,0-6mo,8.0,5.1,228.94400000000002,2.0,2.0,223.75,2026-04-25 21:17:34.825973,58.09,20.15
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,0,0,4yr+,2.0,0.0,3.8840000000000003,0.0,0.0,462.5,2026-04-18 02:47:06.825973,18.15,3474.2
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,0,0,4yr+,12.0,7.23,391.837,0.0,0.0,344.5,2026-05-18 16:40:20.825973,90.08,2920.4
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,0,0,2-4yr,12.0,3.72,190.185,3.0,0.0,186.33333333333334,2026-05-16 11:02:21.825973,76.31,1659.0
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,1,0,2-4yr,10.0,3.23,232.101,0.0,0.0,355.8,2026-04-15 06:53:12.825973,78.96,4669.45
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,1,0,0-6mo,5.0,0.1,209.123,1.0,0.0,721.4,2026-04-15 08:01:02.825973,39.44,30.2
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,0,0,4yr+,6.0,0.0,284.839,0.0,0.0,283.1666666666667,2026-05-24 18:55:25.825973,68.65,6498.0
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,1,0,1-2yr,6.0,0.48,47.635,2.0,1.0,92.5,2026-05-06 08:31:21.825973,29.54,1099.9
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,0,1,4yr+,9.0,1.77,225.003,1.0,0.0,440.0,2026-05-19 06:48:07.825973,80.26,6840.85
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,0,1,0-6mo,4.0,3.43,64.733,0.0,1.0,186.5,2026-05-13 19:19:09.825973,17.4,191.0
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,0,0,2-4yr,5.0,3.02,104.211,2.0,0.0,89.6,2026-05-17 08:42:19.825973,35.53,1786.05
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,0,0,0-6mo,13.0,10.32,170.607,3.0,1.0,258.0,2026-05-22 10:24:20.825973,65.81,20.2
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0,1,0-6mo,7.0,19.0,5.6610000000000005,1.0,0.0,475.0,2026-05-23 13:01:45.825973,23.52,45.25
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,0,0,4yr+,9.0,18.78,271.571,0.0,2.0,353.77777777777777,2026-05-12 14:16:03.825973,84.1,7192.8
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,1,0,0-6mo,5.0,13.75,64.054,0.0,0.0,179.8,2026-05-19 05:19:00.825973,23.13,348.5
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,0,0,2-4yr,6.0,16.28,6.399,1.0,0.0,307.5,2026-05-20 19:59:04.825973,29.85,3440.8
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,1,0,2-4yr,5.0,6.9,118.03099999999999,0.0,0.0,362.0,2026-05-02 23:03:31.825973,38.88,3615.9
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,1,0,6-12mo,8.0,10.2,62.416,2.0,0.0,373.125,2026-05-16 11:27:29.825973,41.93,1076.35
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,0,0,6-12mo,5.0,8.02,69.975,1.0,0.0,276.4,2026-05-05 14:52:22.825973,25.7,495.5
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,0,0,4yr+,7.0,4.83,282.882,0.0,1.0,516.0,2026-05-23 21:54:35.825973,73.39,4844.0
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,0,0,1-2yr,8.0,17.07,204.051,1.0,0.0,315.125,2026-05-24 05:42:26.825973,62.54,352.75
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,0,0,4yr+,8.0,15.95,107.93,0.0,0.0,531.125,2026-05-11 07:58:24.825973,59.97,5030.55
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,0,0,1-2yr,7.0,3.87,74.268,2.0,0.0,78.42857142857143,2026-05-16 18:20:05.825973,38.73,990.6
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,0,0,4yr+,6.0,4.68,183.805,1.0,0.0,306.5,2026-05-06 11:06:23.825973,55.35,4140.5
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,0,0,0-6mo,8.0,5.77,168.53199999999998,1.0,0.0,156.875,2026-05-26 00:50:52.825973,53.75,98.5
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,1,0,0-6mo,2.0,2.15,120.079,0.0,0.0,355.5,2026-05-19 17:08:33.825973,21.91,161.3
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,0,0,4yr+,5.0,0.67,74.882,1.0,0.0,453.6,2026-05-14 08:52:59.825973,35.4,4147.0
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,0,0,4yr+,6.0,4.62,182.08599999999998,1.0,0.0,98.66666666666667,2026-05-19 12:59:38.825973,59.47,4426.35
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0,1,2-4yr,7.0,33.83,71.374,0.0,0.0,312.0,2026-05-13 09:32:00.825973,44.51,3880.75
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,1,0,1-2yr,5.0,2.6,198.329,0.0,0.0,617.8,2026-04-27 01:38:53.825973,44.52,1486.5
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,0,1,2-4yr,7.0,1.88,216.65200000000002,2.0,0.0,158.57142857142858,2026-05-19 23:49:53.825973,59.8,1737.5
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,1,1,6-12mo,7.0,2.55,267.262,2.0,0.0,229.57142857142858,2026-04-25 16:34:44.825973,58.81,645.2
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,0,1,4yr+,9.0,6.93,422.653,0.0,0.0,438.3333333333333,2026-05-15 18:33:38.825973,85.22,4491.0
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,1,1,1-2yr,14.0,13.82,271.528,2.0,0.0,245.42857142857142,2026-05-16 20:14:06.825973,81.11,1718.1
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,0,0,4yr+,8.0,8.38,113.344,2.0,0.0,338.875,2026-05-25 10:09:00.825973,60.81,6277.95
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,0,1,4yr+,2.0,0.0,24.684,0.0,0.0,178.5,2026-04-17 06:26:06.825973,22.27,7157.7
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,No,0,0,2-4yr,7.0,0.0,276.425,0.0,0.0,448.14285714285717,2026-05-18 14:14:16.825973,65.67,848.3
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,0,0,4yr+,4.0,2.5,100.682,0.0,0.0,362.75,2026-04-30 17:45:15.825973,40.54,7740.0
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,0,0,2-4yr,9.0,8.42,298.816,1.0,0.0,702.8888888888889,2026-05-24 16:21:01.825973,79.4,4723.5
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,0,0,4yr+,8.0,20.47,268.051,2.0,0.0,373.75,2026-05-24 09:01:50.825973,75.69,5394.0
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No,0,0,4yr+,3.0,5.12,243.932,1.0,1.0,106.0,2026-05-20 06:25:33.825973,53.75,3031.2
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,0,0,1-2yr,9.0,8.22,137.712,1.0,2.0,74.77777777777777,2026-05-14 03:48:30.825973,60.07,979.2
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,1,0,6-12mo,15.0,11.78,105.301,6.0,0.0,128.6,2026-05-25 07:14:06.825973,61.89,849.6
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,0,0,0-6mo,7.0,12.35,121.349,0.0,0.0,454.42857142857144,2026-05-24 20:05:06.825973,42.59,225.9
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,0,0,2-4yr,8.0,14.75,40.979,2.0,0.0,129.125,2026-05-22 02:45:50.825973,46.3,3708.3
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,0,0,2-4yr,9.0,12.77,126.108,3.0,2.0,232.22222222222223,2026-05-24 23:24:23.825973,61.25,2455.2
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,0,0,4yr+,8.0,13.42,266.471,0.0,2.0,409.125,2026-05-21 01:36:31.825973,73.59,1007.5
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,0,0,6-12mo,12.0,13.77,233.677,3.0,1.0,284.25,2026-05-23 18:52:34.825973,75.13,798.5
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,0,0,0-6mo,7.0,1.08,288.099,0.0,0.0,453.42857142857144,2026-05-20 19:02:06.825973,56.19,49.05
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,0,0,4yr+,4.0,2.45,34.705000000000005,0.0,0.0,369.5,2026-05-23 00:22:27.825973,25.04,1060.8
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,0,1,4yr+,7.0,12.08,56.891,4.0,0.0,129.42857142857142,2026-05-23 15:12:16.825973,46.38,7142.4
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,0,0,4yr+,10.0,6.9,140.017,2.0,1.0,250.8,2026-05-15 02:29:22.825973,72.69,1503.5
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,0,0,0-6mo,8.0,18.27,91.432,1.0,1.0,192.75,2026-05-25 16:06:04.825973,43.53,193.5
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0,1,4yr+,11.0,6.3,193.904,3.0,0.0,240.36363636363637,2026-05-21 00:00:38.825973,80.04,6188.0
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,0,0,2-4yr,7.0,0.0,288.727,0.0,0.0,584.0,2026-05-12 14:21:46.825973,68.49,2559.9
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,0,0,6-12mo,4.0,9.85,107.894,1.0,0.0,527.0,2026-04-09 06:55:13.825973,26.9,437.2
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,0,1,2-4yr,6.0,0.98,114.982,0.0,0.0,299.5,2026-05-07 23:57:12.825973,43.06,2242.5
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No,0,0,2-4yr,10.0,24.93,148.481,0.0,0.0,251.4,2026-05-22 11:11:59.825973,70.58,1165.5
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,1,0,0-6mo,6.0,6.33,171.94299999999998,0.0,1.0,258.5,2026-05-23 05:31:25.825973,41.21,79.35
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,0,0,6-12mo,4.0,5.02,320.538,0.0,0.0,222.75,2026-04-15 21:22:48.825973,46.78,556.05
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,1,0,6-12mo,3.0,9.23,11.907,0.0,0.0,676.6666666666666,2026-04-10 01:02:02.825973,9.38,526.05
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,0,0,2-4yr,4.0,1.32,228.86899999999997,1.0,0.0,87.5,2026-05-13 14:29:16.825973,48.36,4359.6
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,0,0,4yr+,6.0,3.18,144.339,0.0,0.0,339.5,2026-05-14 16:13:55.825973,50.89,987.35
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,0,0,6-12mo,11.0,18.72,83.59100000000001,2.0,0.0,418.0,2026-05-17 23:45:08.825973,55.33,893.7
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,0,0,2-4yr,6.0,8.05,100.738,1.0,1.0,180.5,2026-04-30 21:47:31.825973,41.88,2175.25
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,No,0,0,2-4yr,14.0,40.03,99.434,1.0,0.0,418.57142857142856,2026-05-13 18:30:53.825973,69.18,991.2
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,0,0,2-4yr,6.0,10.92,61.044,1.0,0.0,288.1666666666667,2026-05-15 22:04:52.825973,37.44,917.7
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,0,0,2-4yr,6.0,0.17,214.655,1.0,2.0,355.8333333333333,2026-05-18 16:06:04.825973,54.45,978.75
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,0,0,2-4yr,6.0,12.95,25.891000000000002,2.0,0.0,159.16666666666666,2026-05-04 04:05:24.825973,29.3,2461.5
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,0,1,0-6mo,15.0,27.58,313.461,2.0,1.0,355.46666666666664,2026-05-09 08:34:32.825973,76.69,74.7
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,0,0,4yr+,5.0,1.17,54.666,2.0,0.0,355.6,2026-04-11 06:02:14.825973,35.14,5544.0
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,0,0,4yr+,3.0,4.6,0.0,0.0,0.0,92.0,2026-05-03 16:16:40.825973,19.45,7218.25
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,0,0,4yr+,6.0,7.6,81.966,0.0,0.0,314.8333333333333,2026-05-14 23:58:58.825973,47.14,7264.8
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,1,0,6-12mo,4.0,4.12,147.402,0.0,0.0,841.0,2026-05-25 12:59:38.825973,34.03,947.4
